No,Date,Time,PA of Inning,Pitch of PA,Pitcher,Pitcher ID,Pitcher Handedness,Pitcher Team,Batter,Batter ID,Batter Handedness,Batter Team,Pitch Set,Col15,Top/Bottom,Col17,Col18,Col19,Pitch Type,Col21,Pitch Call,Col23,Col24,Col25,Col26,Col27,Notes,Pitch Speed [m/s],Pitch Launch (V) [°],Pitch Launch (H) [°],Pitch Spin [rpm],Pitch Spin Direction [°],Pitch Spin Tilt,Pitch Release Height [m],Pitch Release Side [m],Pitch Extension [m],Pitch Break (V) [m],Pitch Break Ind (V) [m],Pitch Break (H) [m],Pitch Strike Zone - Height [m],Pitch Strike Zone - Offset [m],Pitch Zone Speed [m/s],Pitch Approach (V) [°],Pitch Approach (H) [°],Pitch Time [s],Hit Ball Speed [m/s],Hit Ball Launch (V) [°],Hit Ball Launch (H) [°],Hit Spin [rpm],Col51,Col52,Col53,Hit Carry Distance [m],Col55,Col56,Hit Ball Flight Time [s],pfxx [m],pfxz [m],x0 [m],y0 [m],z0 [m],vx0 [m/s],vy0 [m/s],vz0 [m/s],ax [m/s²],ay [m/s²],az [m/s²],Home Team,Away Team,Col71,Col72,Col73,Col74,GUID,px [m],pz [m],Supervisor
177,2/16/21,15:51:43,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Daniel Hawes,{FA841584-9742-4351-A30A-4D84AAB259FD},R,Coe College,Wind Up,,Top,,,,Cutter,,Ball,,,,,,,33.256,-1.764,0.048,2524,181.397,12:00,2.005,0.696,1.292,-0.673,0.649,0.017,0.817,0.727,30.317,-6.595,0.17,0.527,,,,,,,,,,,,-0.008,0.364,-0.698,15.24,1.938,-0.035,-32.965,-1.294,-0.116,6.068,-4.659,Coe College,Coe College,,,,,{53ECD52C-8740-4C70-ABB6-B2DD496371D6},-0.727,0.817,
178,2/16/21,15:52:08,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Daniel Hawes,{FA841584-9742-4351-A30A-4D84AAB259FD},R,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{83AA5721-CCC3-4457-8500-A79B81AFF524},,,
179,2/16/21,15:52:20,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Daniel Hawes,{FA841584-9742-4351-A30A-4D84AAB259FD},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,38.534,-4.448,-3.21,2392,193.139,12:30,1.688,0.579,1.48,-0.44,0.544,0.132,,,35.148,-7.606,-2.252,,,,,,,,,,,,,-0.091,0.325,-0.483,15.24,1.549,2.061,-37.799,-3.139,-1.697,7.324,-3.711,Coe College,Coe College,,,,,{B1125C86-F8AD-4A3C-8EA4-82A645E4499D},0.216,-0.04,
180,2/16/21,15:52:36,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Daniel Hawes,{FA841584-9742-4351-A30A-4D84AAB259FD},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Swinging Strike,,,,,,,38.874,-1.308,-1.903,1169,179.995,12:00,1.788,0.547,1.467,-0.462,0.495,0,0.947,-0.003,35.545,-4.646,-1.903,0.447,,,,,,,,,,,,-0.012,0.276,-0.489,15.24,1.743,1.273,-38.315,-1.084,-0.24,7.233,-4.468,Coe College,Coe College,,,,,{C33C9944-F572-486B-9BE1-F01CBD33B31D},0.003,0.947,
181,2/16/21,15:52:51,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Daniel Hawes,{FA841584-9742-4351-A30A-4D84AAB259FD},R,Coe College,Wind Up,,Top,,,,Curveball,,Swinging Strikeout,,,,,,,34.056,-0.481,-0.341,2514,59.214,8:00,1.736,0.586,1.28,-1.618,-0.35,-0.508,,,31.33,-11.984,-4.014,,,,,,,,,,,,,0.256,-0.151,-0.568,15.24,1.7,0.415,-33.654,-0.967,3.752,6.684,-12.01,Coe College,Coe College,,,,,{10A98440-4FF8-4B20-ADC1-9681EAA98E6B},0.022,-0.023,
182,2/16/21,15:53:19,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Matthew Schrader,{DDE80BB2-EF75-48B7-96ED-7043A1DAC199},R,Coe College,Wind Up,,Top,,,,Changeup,,Called Strike,,,,,,,33.958,-2.231,-1.644,2156,183.478,12:00,2.044,0.681,1.055,-0.688,0.632,0.041,0.695,0.235,30.709,-7.1,-1.352,0.527,,,,,,,,,,,,-0.033,0.353,-0.62,15.24,1.95,0.94,-33.413,-1.618,-0.478,6.357,-4.697,Coe College,Coe College,,,,,{68303CC4-5379-4A13-A268-DFFA3E6A6D7F},-0.235,0.695,
183,2/16/21,15:53:32,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Matthew Schrader,{DDE80BB2-EF75-48B7-96ED-7043A1DAC199},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,38.835,-1.009,-0.701,2349,55.386,7:45,1.48,0.466,1.373,-1.277,-0.31,-0.395,,,35.437,-10.17,-3.57,,,,,,,,,,,,,0.198,-0.133,-0.44,15.24,1.434,0.651,-38.292,-1.266,3.753,8.589,-12.319,Coe College,Coe College,,,,,{0CB003B4-9AD0-4598-A2B7-8D9C72A2EEF8},0.132,-0.09,
184,2/16/21,15:53:51,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Matthew Schrader,{DDE80BB2-EF75-48B7-96ED-7043A1DAC199},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,38.859,-1.588,-5.026,1859,262.31,2:45,1.544,0.674,1.488,-0.964,0.009,0.329,0.121,-0.45,34.955,-8.573,-2.629,0.454,,,,,,,,,,,,-0.211,0.036,-0.527,15.24,1.487,3.192,-37.934,-1.477,-3.932,8.335,-9.136,Coe College,Coe College,,,,,{38364912-8D25-4A0A-B0DC-886CCA3BADCA},0.45,0.121,
185,2/16/21,15:54:08,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Matthew Schrader,{DDE80BB2-EF75-48B7-96ED-7043A1DAC199},R,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{2F4F7E07-43B4-4230-BB67-6D4814F41B1C},,,
186,2/16/21,15:54:37,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Riley LeGrand,{24ACC51A-2541-446C-BA2C-8087FA840B67},L,Coe College,Wind Up,,Top,,,,Changeup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{210152A1-D990-49D6-9396-A23501EACCC9},,,
187,2/16/21,15:54:51,0,0,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Riley LeGrand,{24ACC51A-2541-446C-BA2C-8087FA840B67},L,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{3EEB722D-2374-42C4-94E9-0A19B5630EFE},,,
199,2/16/21,16:16:08,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Issac Evans,{ED675B1A-C164-4CD6-AD66-815F8656E457},L,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{B0A022DE-E467-43CC-84DE-5A02215D39AD},,,
200,2/16/21,16:16:34,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jordan Kaplan,{8F1384A7-E15D-4B46-9818-30569937C761},R,Coe College,Wind Up,,Top,,,,,,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{FB40E3D4-AD3D-45F7-A0B3-F20B91549D10},,,
201,2/16/21,16:16:46,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jordan Kaplan,{8F1384A7-E15D-4B46-9818-30569937C761},R,Coe College,Wind Up,,Top,,,,,,Foul Ball,,,,,,,38.691,2.069,1.305,1978,35.667,7:15,1.598,-0.215,1.043,-1.305,-0.29,-0.175,0.906,-0.003,34.669,-7.235,0.055,0.465,,,,,,,,,,,,0.098,-0.138,0.168,15.24,1.657,-0.776,-38.042,0.696,1.817,8.926,-12.38,Coe College,Coe College,,,,,{A9C036AD-DD0A-4FB0-AFEF-7111BEEFA31B},0.003,0.906,
202,2/16/21,16:17:05,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jordan Kaplan,{8F1384A7-E15D-4B46-9818-30569937C761},R,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{1A15CE12-9B48-48B5-8B36-DF112B02DAA3},,,
203,2/16/21,16:17:20,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jordan Kaplan,{8F1384A7-E15D-4B46-9818-30569937C761},R,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{E2F740E1-F9C1-433C-85C4-E647D4D32BAC},,,
204,2/16/21,16:17:32,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jordan Kaplan,{8F1384A7-E15D-4B46-9818-30569937C761},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Called Strike,,,,,,,38.387,0.386,2.626,1949,76.014,8:30,1.64,-0.335,0.813,-1.239,-0.181,-0.52,0.517,-0.067,34.408,-8.321,-1.056,0.476,,,,,,,,,,,,0.275,-0.066,0.235,15.24,1.634,-1.441,-37.719,-0.434,5.011,8.914,-11.013,Coe College,Coe College,,,,,{A1460549-739A-433A-8AE6-C57937FD9B00},0.067,0.517,
205,2/16/21,16:17:45,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jordan Kaplan,{8F1384A7-E15D-4B46-9818-30569937C761},R,Coe College,Wind Up,,Top,,,,Slider,,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{522B59AF-27B9-41BF-9DB4-D9A0FB86DC8F},,,
206,2/16/21,16:18:02,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jordan Kaplan,{8F1384A7-E15D-4B46-9818-30569937C761},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{6D234152-3072-40F4-B045-038B704BF499},,,
207,2/16/21,16:18:13,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jordan Kaplan,{8F1384A7-E15D-4B46-9818-30569937C761},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Foul Ball,,,,,,,38.187,-0.669,2.922,1976,90.818,9:00,1.691,-0.291,1.207,-1.057,-0.04,-0.545,0.438,0.021,34.349,-8.255,-1.02,0.466,,,,,,,,,,,,0.301,0.01,0.196,15.24,1.654,-1.658,-37.66,-0.952,5.475,8.884,-9.628,Coe College,Coe College,,,,,{328F3356-FE3D-43B0-9372-E916BD5FDCC1},-0.021,0.438,
208,2/16/21,16:18:30,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jordan Kaplan,{8F1384A7-E15D-4B46-9818-30569937C761},R,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{52EA745B-CB20-4FB3-A9FD-E0B5CFE019FA},,,
209,2/16/21,16:18:58,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jared White,{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{72C64F7A-3674-4C99-B343-80AD8CFF5564},,,
210,2/16/21,16:19:09,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jared White,{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Foul Ball,,,,,,,38.05,1.474,2.311,1991,51.308,7:45,1.579,-0.205,1.07,-1.364,-0.321,-0.342,0.651,0.136,34.265,-8.247,-0.143,0.471,,,,,,,,,,,,0.19,-0.149,0.124,15.24,1.614,-1.338,-37.465,0.271,3.427,8.567,-12.497,Coe College,Coe College,,,,,{88150B8E-F61F-4C54-B16F-E09410B92FE9},-0.136,0.651,
211,2/16/21,16:19:25,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jared White,{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,Coe College,Wind Up,,Top,,,,Curveball,,Ball,,,,,,,34.576,-1.03,-3.113,2422,269.889,3:00,1.941,-0.151,0.969,-1.347,-0.049,0.668,0.287,-0.41,31.229,-10.495,1.637,0.524,,,,,,,,,,,,-0.354,0.009,0.262,15.24,1.88,1.522,-33.835,-1.25,-5.228,6.844,-9.669,Coe College,Coe College,,,,,{1BB23682-3025-46A2-AF08-B3D1A4D8812C},0.41,0.287,
212,2/16/21,16:19:40,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jared White,{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,38.284,-0.542,2.736,2028,71.538,8:30,1.622,-0.28,1.112,-1.248,-0.227,-0.528,0.214,-0.001,34.472,-9.45,-1.065,0.468,,,,,,,,,,,,0.289,-0.083,0.188,15.24,1.585,-1.539,-37.76,-0.985,5.261,9.116,-11.327,Coe College,Coe College,,,,,{30326CFB-80CF-402A-AA93-CAE3E1E00CD6},0.001,0.214,
213,2/16/21,16:19:51,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jared White,{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Foul Ball,,,,,,,37.429,0.424,2.703,1898,53.199,7:45,1.63,-0.28,1.199,-1.439,-0.378,-0.439,0.316,0.075,33.789,-9.883,-0.466,0.476,,,,,,,,,,,,0.245,-0.17,0.192,15.24,1.626,-1.533,-36.878,-0.412,4.273,8.51,-12.764,Coe College,Coe College,,,,,{0A313492-6A5E-40B7-AC39-8C6FFB08CD28},-0.075,0.316,
214,2/16/21,16:20:12,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Jared White,{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,Coe College,Wind Up,,Top,,,,Changeup,,Swinging Strikeout,,,,,,,35.102,0.677,3.249,2077,80.366,8:45,1.666,-0.607,1.113,-1.36,-0.141,-0.545,0.506,-0.193,31.805,-9.006,-0.659,0.508,,,,,,,,,,,,0.299,-0.052,0.496,15.24,1.672,-1.713,-34.631,-0.221,4.626,7.181,-10.609,Coe College,Coe College,,,,,{E265ACCD-6424-4AA9-8570-74F09F8FB3A2},0.193,0.506,
215,2/16/21,16:20:36,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Luke Smailes,{02B4B91D-E816-4EA7-8B5E-D6754BDF04F3},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Called Strike,,,,,,,36.431,2.65,0.827,2156,357.342,6:00,1.632,-0.371,1.14,-1.638,-0.506,0.022,0.775,-0.106,33.072,-9.02,0.982,0.489,,,,,,,,,,,,-0.004,-0.254,0.341,15.24,1.705,-0.528,-35.887,0.88,-0.072,7.472,-14.037,Coe College,Coe College,,,,,{BE692E11-3E5F-4601-92E5-DE27C202333E},0.106,0.775,
216,2/16/21,16:20:53,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Wind Up,,Top,,,,Curveball,,Called Strike,,,,,,,34.284,1.637,-0.109,1224,311.595,4:30,1.792,-0.345,1.112,-1.655,-0.376,0.373,0.62,-0.005,31.338,-10.087,2.556,0.52,,,,,,,,,,,,-0.187,-0.178,0.344,15.24,1.829,-0.105,-33.817,0.214,-2.773,6.534,-12.445,Coe College,Coe College,,,,,{245F81F1-63B6-4F23-9B86-9F222727B296},0.005,0.62,
217,2/16/21,16:21:09,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Wind Up,,Top,,,,Curveball,,Ball,,,,,,,36.47,0.254,-2.31,1817,273.606,3:00,1.833,-0.128,1.032,-1.213,-0.065,0.452,0.696,-0.361,33.159,-8.306,0.901,0.491,,,,,,,,,,,,-0.241,-0.016,0.208,15.24,1.825,1.221,-35.854,-0.445,-4.027,7.064,-10.074,Coe College,Coe College,,,,,{439737E5-B229-4F14-8883-E71AF7C856FC},0.361,0.696,
218,2/16/21,16:21:23,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Foul Ball,,,,,,,38.708,1.433,1.756,2005,32.615,7:00,1.625,-0.221,1.211,-1.385,-0.388,-0.219,0.66,0.076,34.73,-8.519,0.176,0.461,,,,,,,,,,,,0.126,-0.185,0.163,15.24,1.657,-1.059,-38.023,0.275,2.33,8.982,-13.243,Coe College,Coe College,,,,,{A2F2D25A-BE4C-4D5B-8938-AD1CBB2E2751},-0.076,0.66,
219,2/16/21,16:21:46,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Wind Up,,Top,,,,Changeup,,Contact Out,,,,,,,34.988,1.943,2.389,1778,61.807,8:00,1.618,-0.555,1.182,-1.447,-0.228,-0.295,0.743,-0.148,31.092,-8.509,0.246,0.513,,,,,,,,,,,,0.172,-0.099,0.474,15.24,1.668,-1.306,-34.439,0.528,2.584,8.121,-11.289,Coe College,Coe College,,,,,{5FFD2F82-DABE-4EBC-930A-DA8405A3C59B},0.148,0.743,
220,2/16/21,16:22:05,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Reid Rausch,{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,38.783,-0.514,3.148,2029,71.527,8:30,1.626,-0.301,1.124,-1.222,-0.232,-0.54,0.252,0.088,34.884,-9.257,-0.749,0.461,,,,,,,,,,,,0.3,-0.086,0.194,15.24,1.59,-1.833,-38.307,-0.964,5.608,9.53,-11.414,Coe College,Coe College,,,,,{0076E1C0-6872-47A4-9F93-CFD5B07CFCC1},-0.088,0.252,
221,2/16/21,16:22:17,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Reid Rausch,{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Called Strike,,,,,,,38.645,1.313,2.329,2073,56.354,8:00,1.614,-0.263,1.106,-1.346,-0.341,-0.439,0.655,-0.014,34.715,-8.315,-0.828,0.464,,,,,,,,,,,,0.24,-0.158,0.184,15.24,1.643,-1.325,-38.068,0.188,4.454,9.099,-12.736,Coe College,Coe College,,,,,{34E148E4-AA4E-4373-96E5-151F535C3973},0.014,0.655,
222,2/16/21,16:22:31,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Reid Rausch,{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,Coe College,Wind Up,,Top,,,,Curveball,,Called Strike,,,,,,,34.915,2.814,-0.859,1981,316.027,4:30,1.74,-0.272,1.154,-1.711,-0.48,0.423,0.857,-0.102,31.833,-9.358,2.17,0.509,,,,,,,,,,,,-0.219,-0.242,0.297,15.24,1.818,0.323,-34.395,0.911,-3.36,6.68,-13.519,Coe College,Coe College,,,,,{29CEF0B7-F5BC-4BF7-8E67-B657B00BAED3},0.102,0.857,
223,2/16/21,16:22:49,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Reid Rausch,{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Foul Ball,,,,,,,39.273,1.018,2.094,2069,64.425,8:15,1.639,-0.237,1.112,-1.22,-0.247,-0.42,0.72,-0.04,35.286,-7.706,-0.929,0.456,,,,,,,,,,,,0.228,-0.109,0.167,15.24,1.659,-1.198,-38.693,0.058,4.388,9.276,-11.911,Coe College,Coe College,,,,,{81EF7C4F-2497-4FA8-A8C2-B99A2127E6D5},0.04,0.72,
224,2/16/21,16:23:05,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Reid Rausch,{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,Coe College,Wind Up,,Top,,,,Curveball,,Ball,,,,,,,34.791,1.845,-1.29,1292,315.354,4:30,1.833,-0.3,1.082,-1.639,-0.386,0.332,0.74,-0.35,31.52,-9.787,1.084,0.515,,,,,,,,,,,,-0.176,-0.182,0.343,15.24,1.878,0.616,-34.199,0.343,-2.653,6.924,-12.56,Coe College,Coe College,,,,,{2F269A22-C7BD-4CA2-8810-830010563EDC},0.35,0.74,
225,2/16/21,16:23:20,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Reid Rausch,{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,Coe College,Wind Up,,Top,,,,Changeup,,Ball,,,,,,,34.805,1.235,1.178,1461,80.636,8:45,1.583,-0.537,1.076,-1.403,-0.149,-0.547,0.545,-0.736,31.233,-8.764,-2.749,0.517,,,,,,,,,,,,0.283,-0.056,0.501,15.24,1.609,-0.45,-34.167,0.089,4.238,7.316,-10.64,Coe College,Coe College,,,,,{58E9FC66-15D4-4BF6-84B0-8D8ACA8A9B24},0.736,0.545,
226,2/16/21,16:23:35,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Reid Rausch,{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Single,,,,,,,38.912,1.296,2.386,1987,65.242,8:15,1.658,-0.262,1.184,-1.178,-0.195,-0.323,0.861,0.117,34.892,-7.178,0.057,0.458,32.202,19.355,18.243,,,,,63.699,,,2.579,0.183,-0.086,0.182,15.24,1.688,-1.437,-38.341,0.282,3.455,9.17,-11.434,Coe College,Coe College,,,,,{21265403-A9A4-45B1-9684-7374561E7D87},-0.117,0.861,
227,2/16/21,16:24:00,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Will  Young,{01EB9425-A76F-48A8-BAB3-C7F0EC906AD4},L,Coe College,Wind Up,,Top,,,,,,,,,,,,,24.935,2.61,0.559,1587,152.25,11:00,2.063,0.25,2.764,-1.442,0.531,-0.34,1.315,0.059,22.167,-8.881,-2.164,0.653,,,,,,,,,,,,0.214,0.368,-0.254,15.24,2.082,-0.214,-24.757,1.009,1.639,4.522,-6.979,Coe College,Coe College,,,,,{97C364F4-F419-4E1A-A650-624915863F38},-0.059,1.315,
228,2/16/21,16:24:10,0,0,Jack Greene,{71467B30-DB12-4EBC-A32B-EAC78E02FF60},L,Coe College,Will  Young,{01EB9425-A76F-48A8-BAB3-C7F0EC906AD4},L,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{3C72FEB2-05F3-47DA-A5EC-5A29B7839F59},,,
229,2/16/21,16:27:09,0,0,Jacob Schmit,{F2EF57AB-2C5E-48E0-B08F-F4D59A19782F},R,Coe College,Will  Young,{01EB9425-A76F-48A8-BAB3-C7F0EC906AD4},L,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{78B56032-B9F0-416A-8B1D-519A6158E095},,,
230,2/16/21,16:27:58,0,0,Jacob Schmit,{F2EF57AB-2C5E-48E0-B08F-F4D59A19782F},R,Coe College,Will  Young,{01EB9425-A76F-48A8-BAB3-C7F0EC906AD4},L,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Called Strike,,,,,,,35.119,0.891,-3.754,2301,253.268,2:30,1.781,0.678,0.384,-1.236,0.146,0.693,0.819,0.214,30.85,-7.6,1.027,0.543,,,,,,,,,,,,-0.352,0.088,-0.509,15.24,1.796,1.83,-33.818,-0.167,-5.171,7.054,-8.509,Coe College,Coe College,,,,,{7CB1BDC7-B88C-402C-AA09-5AB4DC97F8F7},-0.214,0.819,
231,2/16/21,16:28:16,0,0,Jacob Schmit,{F2EF57AB-2C5E-48E0-B08F-F4D59A19782F},R,Coe College,Will  Young,{01EB9425-A76F-48A8-BAB3-C7F0EC906AD4},L,Coe College,Wind Up,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coe College,Coe College,,,,,{E529FD67-56B2-4439-A307-1CB7AA575532},,,
232,2/16/21,16:28:42,0,0,Jacob Schmit,{F2EF57AB-2C5E-48E0-B08F-F4D59A19782F},R,Coe College,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,34.75,3.997,-1.271,2405,17.783,6:30,1.669,0.621,1.426,-1.366,-0.161,-0.032,1.462,0.221,30.874,-6.012,-1.509,0.508,,,,,,,,,,,,0.005,-0.089,-0.582,15.24,1.779,0.772,-34.204,1.844,0.08,7.692,-11.127,Coe College,Coe College,,,,,{ECABE7E0-D26A-4789-928D-3496B0E54255},-0.221,1.462,
233,2/16/21,16:28:59,0,0,Jacob Schmit,{F2EF57AB-2C5E-48E0-B08F-F4D59A19782F},R,Coe College,TJ Johnson,{5523E84E-5878-4B20-ACCB-0B59D1E460FC},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Contact Out,,,,,,,34.779,0.981,-2.02,2279,236.832,2:00,1.757,0.528,1.062,-1.176,0.092,0.222,0.872,0.153,31.065,-7.406,-0.429,0.519,,,,,,,,,,,,-0.127,0.064,-0.456,15.24,1.777,1.098,-34.046,0.039,-1.899,7.097,-8.852,Coe College,Coe College,,,,,{5FFE64BB-734A-4F79-8133-CE720D11623B},-0.153,0.872,
